2025-07-08 09:13:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:15:53 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:15:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:00 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:07 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:14 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:21 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:28 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:32 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:35 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:39 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:46 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:53 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:16:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:00 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:07 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:14 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:21 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:32 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:39 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:53 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:17:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:00 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:07 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:14 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:18:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:05 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:08 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:12 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:15 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:19 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:26 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:19:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:05 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:12 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:19 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:26 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:41 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:48 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:55 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:20:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:02 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:05 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:13 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 09:21:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:19 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:26 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:41 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:49 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:53 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:16:56 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:00 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:03 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:07 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:14 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:48 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:55 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:17:59 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:02 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:06 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:13 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:24 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:31 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:38 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:42 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:45 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:53 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:18:57 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:04 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:08 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:15 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:26 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:37 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:44 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:51 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:55 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:19:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:02 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:06 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:13 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:17 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:24 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:31 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:35 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:38 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:42 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:45 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:49 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:53 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:20:56 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:00 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:03 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:07 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:11 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:14 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:18 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:22 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:25 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:29 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:33 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:36 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:40 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:43 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:47 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:50 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:54 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:21:58 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:01 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:05 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:09 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:12 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:16 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:20 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:23 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:27 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:30 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
2025-07-08 10:22:34 | ERROR    | src.trading.executor:find_best_option:192 | 查找最佳期权失败: 'contractSymbol'
